ticker;NomeEmpresa;RazaoSocial;Setor;SubSetor
WHRL3;WHIRLPOOL S.A.;WHIRLPOOL S.A.;Utilidades Domésticas;Eletrodomésticos
WHRL4;WHIRLPOOL S.A.;WHIRLPOOL S.A.;Utilidades Domésticas;Eletrodomésticos
WISA3;WIEST SA;WIEST SA;Siderurgia e Metalurgia;Artefatos de Ferro e Aço
WISA4;WIEST SA;WIEST SA;Siderurgia e Metalurgia;Artefatos de Ferro e Aço
WIZC3;WIZ CO;WIZ CO PARTICIPAÇÕES E CORRETAGEM DE SEGUROS S.A.;Previdência e Seguros;Corretoras de Seguros
WIZS3;WIZ CO;WIZ CO PARTICIPAÇÕES E CORRETAGEM DE SEGUROS S.A.;Outros;Outros
WLMM3;WLM;WLM INDÚSTRIA E COMÉRCIO S/A;Comércio;Material de Transporte
WLMM4;WLM;WLM INDÚSTRIA E COMÉRCIO S/A;Comércio;Material de Transporte
WMBY3;WEMBLEY SOCIEDADE ANÔNIMA;WEMBLEY SOCIEDADE ANÔNIMA;Tecidos, Vestuário e Calçados;Fios e Tecidos
WSON33;Wilson Sons;WILSON SONS LIMITED;Transporte;Serviços de Apoio e Armazenagem
YBRA4;OPPORTUNITY ALEF S/A;OPPORTUNITY ALEF SA;Outros;Outros
YDUQ3;YDUQS PART;ESTACIO PARTICIPACOES S.A.;Diversos;Serviços Educacionais
ZAMP3;ZAMP S.A.;ZAMP S.A.;Hoteis e Restaurantes;Restaurante e Similares
